From	Entry	Entry.Name
ENSMUST00000090476	Q8R2K8	CA054_MOUSE
ENSMUST00000060479	Q2QI47	USH2A_MOUSE
ENSMUST00000075896	Q9QZE7	TSNAX_MOUSE
ENSMUST00000056773	E9Q2E2	E9Q2E2_MOUSE
ENSMUST00000078912	A2AE27	A2AE27_MOUSE
ENSMUST00000130994	D6RIL4	D6RIL4_MOUSE
ENSMUST00000110943	Q7TQC7	GPTC2_MOUSE
ENSMUST00000145727	Q9QZ09	PHTF1_MOUSE
ENSMUST00000110974	E9PWN3	E9PWN3_MOUSE
ENSMUST00000111160	Q9WUA6	AKT3_MOUSE
ENSMUST00000150756	A0A0G2JDG4	A0A0G2JDG4_MOUSE
ENSMUST00000125059	H3BLC1	H3BLC1_MOUSE
ENSMUST00000110534	A2CG63	ARI4B_MOUSE
ENSMUST00000140474	Q3V0K6	Q3V0K6_MOUSE
ENSMUST00000112386	E9QLQ7	E9QLQ7_MOUSE
ENSMUST00000128005	F7D5L2	F7D5L2_MOUSE
ENSMUST00000127003	Q8CDD9	LRIF1_MOUSE
ENSMUST00000133320	D6RGL7	D6RGL7_MOUSE
ENSMUST00000135017	D6RGA5	D6RGA5_MOUSE
ENSMUST00000143693	Q8C6H0	Q8C6H0_MOUSE
ENSMUST00000110536	A2CG63	ARI4B_MOUSE
ENSMUST00000135166	Q8C6H0	Q8C6H0_MOUSE
ENSMUST00000110920	P97438	KCNK2_MOUSE
ENSMUST00000102638	Q9DBT5	AMPD2_MOUSE
ENSMUST00000106609	Q99LI2	CLCC1_MOUSE
ENSMUST00000125925	M0QW55	M0QW55_MOUSE
ENSMUST00000102621	Q60770	STXB3_MOUSE
ENSMUST00000117150	Q9QZ09	PHTF1_MOUSE
ENSMUST00000106769	Q8K4P7	ST7L_MOUSE
ENSMUST00000123876	S4R2B4	S4R2B4_MOUSE
ENSMUST00000148488	F6ZSB7	F6ZSB7_MOUSE
ENSMUST00000112198	Q80Y84	KDM5B_MOUSE
ENSMUST00000106613	A2AEM2	A2AEM2_MOUSE
ENSMUST00000135960	A0A0G2JDR5	A0A0G2JDR5_MOUSE
ENSMUST00000145558	A2AEL5	A2AEL5_MOUSE
ENSMUST00000111159	Q9WUA6	AKT3_MOUSE
ENSMUST00000106505	Q8BG20	Q8BG20_MOUSE
ENSMUST00000145650	Q8BZQ9	Q8BZQ9_MOUSE
ENSMUST00000102637	Q9DBT5	AMPD2_MOUSE
ENSMUST00000121198	G5E8T6	G5E8T6_MOUSE
ENSMUST00000119450	D3YTU7	D3YTU7_MOUSE
ENSMUST00000105993	Q9D035	NKAI1_MOUSE
ENSMUST00000123611	D3Z6K3	D3Z6K3_MOUSE
ENSMUST00000112232	Q8BZM0	KLH12_MOUSE
ENSMUST00000112163	Q8BG95	MYPT2_MOUSE
ENSMUST00000118209	Q9CQQ7	AT5F1_MOUSE
ENSMUST00000124888	Q9JL15	LEG8_MOUSE
ENSMUST00000110975	E9PWN2	E9PWN2_MOUSE
ENSMUST00000149158	D3YTM3	D3YTM3_MOUSE
ENSMUST00000122424	Q8VCS3	XYLK_MOUSE
ENSMUST00000105994	Q6PE01	SNR40_MOUSE
ENSMUST00000112102	Q9CR52	Q9CR52_MOUSE
ENSMUST00000110849	Q6PGA0	RCOR3_MOUSE
ENSMUST00000116528	Q8BZM0	KLH12_MOUSE
ENSMUST00000129488	Z4YMH1	Z4YMH1_MOUSE
ENSMUST00000124384	Z4YMG1	Z4YMG1_MOUSE
ENSMUST00000127077	F6TQ19	F6TQ19_MOUSE
ENSMUST00000140786	A0A0G2JFB9	A0A0G2JFB9_MOUSE
ENSMUST00000150513	D3Z1H3	D3Z1H3_MOUSE
ENSMUST00000122303	Q9EQJ9	MAGI3_MOUSE
ENSMUST00000138552	A0A0G2JEQ3	A0A0G2JEQ3_MOUSE
ENSMUST00000112362	Q04899	CDK18_MOUSE
ENSMUST00000108777	Q8BFT6	JMJD4_MOUSE
ENSMUST00000124731	A0A0G2JFW8	A0A0G2JFW8_MOUSE
ENSMUST00000111764	Q8BND5	QSOX1_MOUSE
ENSMUST00000130105	D3YWW6	D3YWW6_MOUSE
ENSMUST00000123409	Q05DD9	Q05DD9_MOUSE
ENSMUST00000106736	G5E8M8	G5E8M8_MOUSE
ENSMUST00000107074	O88875	BY55_MOUSE
ENSMUST00000108775	Q80TE4	SI1L2_MOUSE
ENSMUST00000110533	Z4YL44	Z4YL44_MOUSE
ENSMUST00000147163	Q8BFT6	JMJD4_MOUSE
ENSMUST00000135664	F6VSI0	F6VSI0_MOUSE
ENSMUST00000139340	E9Q3W6	E9Q3W6_MOUSE
ENSMUST00000106596	A2AEC9	A2AEC9_MOUSE
ENSMUST00000144283	A8DIL0	A8DIL0_MOUSE
ENSMUST00000111357	D3YXR2	D3YXR2_MOUSE
ENSMUST00000128619	Q8BMT9	HHAT_MOUSE
ENSMUST00000176740	H3BKG7	H3BKG7_MOUSE
ENSMUST00000197602	H3BJD8	H3BJD8_MOUSE
ENSMUST00000177288	P48437	PROX1_MOUSE
ENSMUST00000163202	F6YRI7	F6YRI7_MOUSE
ENSMUST00000177250	H3BIY4	H3BIY4_MOUSE
ENSMUST00000199420	Q8JZN2	Q8JZN2_MOUSE
ENSMUST00000198180	Q8JZN2	Q8JZN2_MOUSE
ENSMUST00000168381	A6H644	A6H644_MOUSE
ENSMUST00000185601	A0A087WQ42	A0A087WQ42_MOUSE
ENSMUST00000195275	A0A0A6YWR5	A0A0A6YWR5_MOUSE
ENSMUST00000196679	A0A0G2JEI5	A0A0G2JEI5_MOUSE
ENSMUST00000189524	A0A087WQ47	A0A087WQ47_MOUSE
ENSMUST00000151697	F6RQ10	F6RQ10_MOUSE
ENSMUST00000155034	A0A0G2JFD4	A0A0G2JFD4_MOUSE
ENSMUST00000223093	A0A1Y7VLJ5	A0A1Y7VLJ5_MOUSE
ENSMUST00000160570	E0CZ29	E0CZ29_MOUSE
ENSMUST00000183914	V9GXQ4	V9GXQ4_MOUSE
ENSMUST00000192128	A0A0A6YWP7	A0A0A6YWP7_MOUSE
ENSMUST00000222928	A0A1Y7VIX3	A0A1Y7VIX3_MOUSE
ENSMUST00000161075	Q8BIB9	Q8BIB9_MOUSE
ENSMUST00000223886	A0A286YCR4	A0A286YCR4_MOUSE
ENSMUST00000193319	P97438	KCNK2_MOUSE
ENSMUST00000155520	D6RHR7	D6RHR7_MOUSE
ENSMUST00000194632	Q8BND5	QSOX1_MOUSE
ENSMUST00000192491	A0A0A6YWY4	A0A0A6YWY4_MOUSE
ENSMUST00000220628	A0A1Y7VLJ5	A0A1Y7VLJ5_MOUSE
ENSMUST00000151151	A0A1Y7VKA9	A0A1Y7VKA9_MOUSE
ENSMUST00000189786	A0A087WRV7	A0A087WRV7_MOUSE
ENSMUST00000198004	A0A0G2JED9	A0A0G2JED9_MOUSE
ENSMUST00000192222	A0A0A6YVU5	A0A0A6YVU5_MOUSE
ENSMUST00000191896	Q6NZF1	ZC11A_MOUSE
ENSMUST00000156262	D3YTP5	D3YTP5_MOUSE
ENSMUST00000194172	A0A0A6YXX0	A0A0A6YXX0_MOUSE
ENSMUST00000197601	A0A0G2JF91	A0A0G2JF91_MOUSE
ENSMUST00000222091	A0A1Y7VNI1	A0A1Y7VNI1_MOUSE
ENSMUST00000195067	A0A0A6YX41	A0A0A6YX41_MOUSE
ENSMUST00000195424	A0A0A6YXN6	A0A0A6YXN6_MOUSE
ENSMUST00000195201	A0A0A6YXU9	A0A0A6YXU9_MOUSE
ENSMUST00000161224	A0A0A6YXP6	A0A0A6YXP6_MOUSE
ENSMUST00000169295	Q8BHB3	LAX1_MOUSE
ENSMUST00000170518	E9Q368	E9Q368_MOUSE
ENSMUST00000192158	A0A0A6YX54	A0A0A6YX54_MOUSE
ENSMUST00000221046	A0A1Y7VNG8	A0A1Y7VNG8_MOUSE
ENSMUST00000160471	Q7TQC7	GPTC2_MOUSE
ENSMUST00000195889	A0A0G2JE62	A0A0G2JE62_MOUSE
ENSMUST00000212603	A0A1D5RLR0	A0A1D5RLR0_MOUSE
ENSMUST00000222958	A0A1Y7VKH5	A0A1Y7VKH5_MOUSE
ENSMUST00000151606	A0A0G2JG43	A0A0G2JG43_MOUSE
ENSMUST00000159901	F6T4V0	F6T4V0_MOUSE
ENSMUST00000194750	A0A0A6YXP4	A0A0A6YXP4_MOUSE
ENSMUST00000164123	E9PZ67	E9PZ67_MOUSE
ENSMUST00000211867	Q505D9	TRI67_MOUSE
ENSMUST00000198044	A0A0G2JDG7	A0A0G2JDG7_MOUSE
ENSMUST00000169907	E9Q679	E9Q679_MOUSE
ENSMUST00000192866	A0A0A6YXM5	A0A0A6YXM5_MOUSE
ENSMUST00000159748	M0QWJ1	M0QWJ1_MOUSE
ENSMUST00000198080	G3X8R9	TMIG3_MOUSE
ENSMUST00000165991	E9Q0X3	E9Q0X3_MOUSE
ENSMUST00000200482	A0A0G2JEA6	A0A0G2JEA6_MOUSE
ENSMUST00000167588	Q505D9	TRI67_MOUSE
ENSMUST00000198174	A0A0G2JDJ7	A0A0G2JDJ7_MOUSE
ENSMUST00000163626	E9Q099	E9Q099_MOUSE
ENSMUST00000187505	A0A087WST2	A0A087WST2_MOUSE
ENSMUST00000192585	A0A0A6YWJ4	A0A0A6YWJ4_MOUSE
ENSMUST00000175916	P48437	PROX1_MOUSE
ENSMUST00000196804	A0A0G2JE69	A0A0G2JE69_MOUSE
ENSMUST00000194402	A0A0A6YXK1	A0A0A6YXK1_MOUSE
ENSMUST00000200132	Q8K4P7	ST7L_MOUSE
ENSMUST00000195815	P70191	TRAF5_MOUSE
ENSMUST00000195815	A0A0A6YXC4	A0A0A6YXC4_MOUSE
ENSMUST00000192657	A0A0A6YY78	A0A0A6YY78_MOUSE
ENSMUST00000190825	A0A0R4J2B6	A0A0R4J2B6_MOUSE
ENSMUST00000238280	A0A571BGD8	A0A571BGD8_MOUSE
ENSMUST00000212168	A0A1D5RLY9	A0A1D5RLY9_MOUSE
ENSMUST00000180044	A0A0R4J279	A0A0R4J279_MOUSE
ENSMUST00000189799	Q9CWQ0	DPH5_MOUSE
ENSMUST00000194668	A0A0A6YWW2	A0A0A6YWW2_MOUSE
ENSMUST00000197098	A0A0G2JEN7	A0A0G2JEN7_MOUSE
ENSMUST00000193020	A0A0A6YVZ4	A0A0A6YVZ4_MOUSE
ENSMUST00000190997	Q8BX09	RBBP5_MOUSE
ENSMUST00000176440	H3BLC7	H3BLC7_MOUSE
ENSMUST00000161986	Q05DV2	Q05DV2_MOUSE
ENSMUST00000171519	Q8R2K8	CA054_MOUSE
ENSMUST00000193504	A0A0A6YX93	A0A0A6YX93_MOUSE
ENSMUST00000154956	H3BJV5	H3BJV5_MOUSE
ENSMUST00000161476	Q922U1	PRPF3_MOUSE
ENSMUST00000199571	Q8JZN2	Q8JZN2_MOUSE
ENSMUST00000194740	A0A0A6YWM5	A0A0A6YWM5_MOUSE
ENSMUST00000193144	A0A0A6YXI3	A0A0A6YXI3_MOUSE
ENSMUST00000191925	A0A0A6YVV9	A0A0A6YVV9_MOUSE
ENSMUST00000150849	D6RIJ6	D6RIJ6_MOUSE
ENSMUST00000199311	A0A0G2JGX3	A0A0G2JGX3_MOUSE
ENSMUST00000197488	Q8JZN2	Q8JZN2_MOUSE
ENSMUST00000199977	A0A0G2JE84	A0A0G2JE84_MOUSE
ENSMUST00000188177	A0A087WPV1	A0A087WPV1_MOUSE
ENSMUST00000154973	D3Z005	D3Z005_MOUSE
ENSMUST00000197827	Q91W50	CSDE1_MOUSE
ENSMUST00000212987	Q80TE4	SI1L2_MOUSE
ENSMUST00000189946	A0A087WRY3	A0A087WRY3_MOUSE
ENSMUST00000221290	A0A1Y7VM88	A0A1Y7VM88_MOUSE
ENSMUST00000160109	E0CYD0	E0CYD0_MOUSE
ENSMUST00000195669	A0A0A6YXI9	A0A0A6YXI9_MOUSE
ENSMUST00000197094	A0A0G2JDL9	A0A0G2JDL9_MOUSE
ENSMUST00000165540	F6QYE1	F6QYE1_MOUSE
ENSMUST00000199969	A0A0G2JE52	A0A0G2JE52_MOUSE
ENSMUST00000188575	A0A087WQU2	A0A087WQU2_MOUSE
ENSMUST00000199335	A0A0G2JGJ0	A0A0G2JGJ0_MOUSE
ENSMUST00000200078	A0A0G2JE88	A0A0G2JE88_MOUSE
ENSMUST00000159284	E0CYV4	E0CYV4_MOUSE
ENSMUST00000195912	A0A0G2JE27	A0A0G2JE27_MOUSE
ENSMUST00000192723	P97438	KCNK2_MOUSE
ENSMUST00000160481	M0QWF5	M0QWF5_MOUSE
ENSMUST00000199240	A0A0G2JF72	A0A0G2JF72_MOUSE
ENSMUST00000185098	V9GXP1	V9GXP1_MOUSE
ENSMUST00000180884	M0QWW7	M0QWW7_MOUSE
ENSMUST00000193648	P41047	TNFL6_MOUSE
ENSMUST00000238670	A0A571BG98	A0A571BG98_MOUSE
ENSMUST00000008016	P41133	ID3_MOUSE
ENSMUST00000005630	Q99MT2	MSH4_MOUSE
ENSMUST00000008024	A2BH40	ARI1A_MOUSE
ENSMUST00000002837	Q9CXE7	TMED5_MOUSE
ENSMUST00000016338	P50172	DHI1_MOUSE
ENSMUST00000026507	A0A0H2UKB8	A0A0H2UKB8_MOUSE
ENSMUST00000029573	Q8BGI7	LRC39_MOUSE
ENSMUST00000016406	A7DTG3	SRTD4_MOUSE
ENSMUST00000029435	Q8C7W7	DCR1B_MOUSE
ENSMUST00000029670	P43117	PF2R_MOUSE
ENSMUST00000029769	O09172	GSH0_MOUSE
ENSMUST00000029569	Q8R1T4	S35A3_MOUSE
ENSMUST00000029773	Q9DAW9	CNN3_MOUSE
ENSMUST00000029771	A0A0R4J088	A0A0R4J088_MOUSE
ENSMUST00000029850	P47199	QOR_MOUSE
ENSMUST00000029919	Q9D7Z6	CLCA1_MOUSE
ENSMUST00000029825	Q8CIG0	DEP1A_MOUSE
ENSMUST00000029824	Q91ZQ5	RPE65_MOUSE
ENSMUST00000029770	P55096	ABCD3_MOUSE
ENSMUST00000030741	B1AUH1	PTPRU_MOUSE
ENSMUST00000038628	Q6NXK9	Q6NXK9_MOUSE
ENSMUST00000030399	Q99K70	RRAGC_MOUSE
ENSMUST00000030636	P54227	STMN1_MOUSE
ENSMUST00000030665	O35685	NUDC_MOUSE
ENSMUST00000031221	Q9Z0H0	CDC7_MOUSE
ENSMUST00000035776	Q8R2M2	TDIF2_MOUSE
ENSMUST00000030528	Q9WVF6	PA2GD_MOUSE
ENSMUST00000031663	Q8BH35	CO8B_MOUSE
ENSMUST00000031224	A0A0R4J097	A0A0R4J097_MOUSE
ENSMUST00000030702	Q8R3G1	PP1R8_MOUSE
ENSMUST00000030696	Q922G2	FA76A_MOUSE
ENSMUST00000041175	Q6PDF2	Q6PDF2_MOUSE
ENSMUST00000030731	Q8VE65	TAF12_MOUSE
ENSMUST00000030362	Q8R2M0	TEAN2_MOUSE
ENSMUST00000030757	Q6PDJ6	FBX42_MOUSE
ENSMUST00000036195	A0A217FL58	A0A217FL58_MOUSE
ENSMUST00000030427	Q8CB77	ELOA1_MOUSE
ENSMUST00000030360	Q8R2U7	LRC42_MOUSE
ENSMUST00000037552	P48356	LEPR_MOUSE
ENSMUST00000030286	A2A9M5	A2A9M5_MOUSE
ENSMUST00000030361	Q9QY73	TMM59_MOUSE
ENSMUST00000030432	P38060	HMGCL_MOUSE
ENSMUST00000030508	P47239	PAX7_MOUSE
ENSMUST00000030365	Q921S7	RM37_MOUSE
ENSMUST00000030693	P14234	FGR_MOUSE
ENSMUST00000030698	Q9ER00	STX12_MOUSE
ENSMUST00000039761	Q3UYX7	Q3UYX7_MOUSE
ENSMUST00000030742	Q9DCS3	MECR_MOUSE
ENSMUST00000030606	Q9JKK0	RCAN3_MOUSE
ENSMUST00000040097	A0A0R4J0J0	A0A0R4J0J0_MOUSE
ENSMUST00000031190	Q91WV0	NC2B_MOUSE
ENSMUST00000038207	Q80TZ3	AUXI_MOUSE
ENSMUST00000030622	Q9D198	SYF2_MOUSE
ENSMUST00000040787	Q3UX43	AN13C_MOUSE
ENSMUST00000058585	Q8R2M0	TEAN2_MOUSE
ENSMUST00000061721	P56931	E2F2_MOUSE
ENSMUST00000063502	Q8C7W7	DCR1B_MOUSE
ENSMUST00000072481	Q8VD37	SGIP1_MOUSE
ENSMUST00000048183	P50608	FMOD_MOUSE
ENSMUST00000068879	Q80T69	RSBN1_MOUSE
ENSMUST00000064076	Q5GIG6	TNI3K_MOUSE
ENSMUST00000062118	Q7TPN3	PIGV_MOUSE
ENSMUST00000046558	Q9D6H2	IFT25_MOUSE
ENSMUST00000044278	Q6GTI0	Q6GTI0_MOUSE
ENSMUST00000047677	Q640L5	CCD18_MOUSE
ENSMUST00000072875	Q3UIX4	Q3UIX4_MOUSE
ENSMUST00000057043	Q8R2M0	TEAN2_MOUSE
ENSMUST00000067902	Q7TPN3	PIGV_MOUSE
ENSMUST00000043812	Q8BWW9	PKN2_MOUSE
ENSMUST00000076467	Q66JY4	Q66JY4_MOUSE
ENSMUST00000078084	Q3UC65	RSRP1_MOUSE
ENSMUST00000075836	E9PX48	E9PX48_MOUSE
ENSMUST00000043104	E9Q3S5	E9Q3S5_MOUSE
ENSMUST00000047973	Q8VCH6	DHC24_MOUSE
ENSMUST00000056336	P32300	OPRD_MOUSE
ENSMUST00000066824	Q8VD37	SGIP1_MOUSE
ENSMUST00000054096	Q6NXK9	Q6NXK9_MOUSE
ENSMUST00000080728	Q8VD37	SGIP1_MOUSE
ENSMUST00000047922	Q8C159	TTC22_MOUSE
ENSMUST00000053819	Q542V3	Q542V3_MOUSE
ENSMUST00000082321	Q9DC83	Q9DC83_MOUSE
ENSMUST00000045466	E9Q624	E9Q624_MOUSE
ENSMUST00000076521	P97431	IRF6_MOUSE
ENSMUST00000063707	Q9D2F5	STPG1_MOUSE
ENSMUST00000065072	Q8BH35	CO8B_MOUSE
ENSMUST00000058351	Q9D0F9	PGM1_MOUSE
ENSMUST00000067567	Q9WTL7	LYPA2_MOUSE
ENSMUST00000070532	P11404	FABPH_MOUSE
ENSMUST00000069025	F6RDI8	F6RDI8_MOUSE
ENSMUST00000047526	Q5U464	ASAP3_MOUSE
ENSMUST00000072080	A0A0R4J0W6	A0A0R4J0W6_MOUSE
ENSMUST00000051139	Q80T69	RSBN1_MOUSE
ENSMUST00000041524	Q8BYH3	TRM13_MOUSE
ENSMUST00000071973	Q8R2E9	ERO1B_MOUSE
ENSMUST00000061203	E9Q2J2	E9Q2J2_MOUSE
ENSMUST00000043550	G3X949	G3X949_MOUSE
ENSMUST00000064204	Q9JI91	ACTN2_MOUSE
ENSMUST00000048953	F7AAP4	F7AAP4_MOUSE
ENSMUST00000061071	Q7TME0	PLPR4_MOUSE
ENSMUST00000106882	Q8VD37	SGIP1_MOUSE
ENSMUST00000094953	Q80TZ3	AUXI_MOUSE
ENSMUST00000116279	Q9CWE0	MFR1L_MOUSE
ENSMUST00000106930	Q80TZ3	AUXI_MOUSE
ENSMUST00000097860	Q3V360	Q3V360_MOUSE
ENSMUST00000112696	E9QA22	E9QA22_MOUSE
ENSMUST00000106832	Q8C7W7	DCR1B_MOUSE
ENSMUST00000105963	E9QNT5	E9QNT5_MOUSE
ENSMUST00000085555	A0A0R4J114	A0A0R4J114_MOUSE
ENSMUST00000106749	Q9D6H2	IFT25_MOUSE
ENSMUST00000102541	Q8R059	GALE_MOUSE
ENSMUST00000117492	Q8R5K2	UBP33_MOUSE
ENSMUST00000106041	Q8CIG0	DEP1A_MOUSE
ENSMUST00000097856	Q922G2	FA76A_MOUSE
ENSMUST00000119784	D3Z615	D3Z615_MOUSE
ENSMUST00000124466	A0A0U1RNY4	A0A0U1RNY4_MOUSE
ENSMUST00000105867	D3Z5N2	D3Z5N2_MOUSE
ENSMUST00000105897	A2BH40	ARI1A_MOUSE
ENSMUST00000106834	Q8C7W7	DCR1B_MOUSE
ENSMUST00000121326	E9Q6E5	E9Q6E5_MOUSE
ENSMUST00000102777	P48356	LEPR_MOUSE
ENSMUST00000102783	A2CEK3	A2CEK3_MOUSE
ENSMUST00000106491	Q6GQT0	CC14A_MOUSE
ENSMUST00000092155	Q61245	COBA1_MOUSE
ENSMUST00000105868	P54227	STMN1_MOUSE
ENSMUST00000106126	P43117	PF2R_MOUSE
ENSMUST00000106929	Q80TZ3	AUXI_MOUSE
ENSMUST00000106467	E9Q1R6	E9Q1R6_MOUSE
ENSMUST00000105851	Q8BWR2	PITH1_MOUSE
ENSMUST00000102561	Q3TE40	Q3TE40_MOUSE
ENSMUST00000117196	Q9Z0H0	CDC7_MOUSE
ENSMUST00000105919	A2ADR8	A2ADR8_MOUSE
ENSMUST00000119437	E9PXY3	E9PXY3_MOUSE
ENSMUST00000102487	Q6NXN1	SZRD1_MOUSE
ENSMUST00000123028	F6RGS7	F6RGS7_MOUSE
ENSMUST00000123237	D6RES0	D6RES0_MOUSE
ENSMUST00000112695	E9QA23	E9QA23_MOUSE
ENSMUST00000102540	Q8R059	GALE_MOUSE
ENSMUST00000120272	D3Z6J1	D3Z6J1_MOUSE
ENSMUST00000106044	E9Q6L9	E9Q6L9_MOUSE
ENSMUST00000118539	Q8VCN5	CGL_MOUSE
ENSMUST00000106466	Q3UYX7	Q3UYX7_MOUSE
ENSMUST00000105987	B1AUH1	PTPRU_MOUSE
ENSMUST00000106921	P48356	LEPR_MOUSE
ENSMUST00000118036	Q8C5H9	Q8C5H9_MOUSE
ENSMUST00000112264	Q6Q477	AT2B4_MOUSE
ENSMUST00000112698	E9Q624	E9Q624_MOUSE
ENSMUST00000119557	Q3UVT7	Q3UVT7_MOUSE
ENSMUST00000102549	Q8BGN5	NPAL3_MOUSE
ENSMUST00000105852	Q9WTL7	LYPA2_MOUSE
ENSMUST00000105806	Q9WVF6	PA2GD_MOUSE
ENSMUST00000106753	D3YVM2	D3YVM2_MOUSE
ENSMUST00000102550	Q9CWE0	MFR1L_MOUSE
ENSMUST00000118261	Q9Z0H0	CDC7_MOUSE
ENSMUST00000122980	D3YY78	D3YY78_MOUSE
ENSMUST00000123404	B1AV58	B1AV58_MOUSE
ENSMUST00000106933	Q80TZ3	AUXI_MOUSE
ENSMUST00000123619	E9PVT8	E9PVT8_MOUSE
ENSMUST00000090464	Q6GQT0	CC14A_MOUSE
ENSMUST00000106128	Q8JZZ7	AGRL2_MOUSE
ENSMUST00000098534	Q3UFB2	BCD1_MOUSE
ENSMUST00000117759	Q3V440	Q3V440_MOUSE
ENSMUST00000105856	A2A987	A2A987_MOUSE
ENSMUST00000124263	D3Z7X8	D3Z7X8_MOUSE
ENSMUST00000120120	Q8R1T4	S35A3_MOUSE
ENSMUST00000161737	P50172	DHI1_MOUSE
ENSMUST00000147458	B1AV57	B1AV57_MOUSE
ENSMUST00000132654	B0QZL9	B0QZL9_MOUSE
ENSMUST00000125659	E9Q828	E9Q828_MOUSE
ENSMUST00000137285	E9PXI9	E9PXI9_MOUSE
ENSMUST00000162779	E0CX60	E0CX60_MOUSE
ENSMUST00000159666	A0A0A6YXD0	A0A0A6YXD0_MOUSE
ENSMUST00000194876	A0A0A6YXR4	A0A0A6YXR4_MOUSE
ENSMUST00000174680	G3UYD6	G3UYD6_MOUSE
ENSMUST00000173615	G3UWT9	G3UWT9_MOUSE
ENSMUST00000149547	F7CPX0	F7CPX0_MOUSE
ENSMUST00000192020	G3X949	G3X949_MOUSE
ENSMUST00000178826	O09172	GSH0_MOUSE
ENSMUST00000195120	A0A0A6YWG3	A0A0A6YWG3_MOUSE
ENSMUST00000195103	A0A0A6YVS7	A0A0A6YVS7_MOUSE
ENSMUST00000135723	A0A0G2JFU5	A0A0G2JFU5_MOUSE
ENSMUST00000195291	A0A0A6YWS6	A0A0A6YWS6_MOUSE
ENSMUST00000129938	G3UVV7	G3UVV7_MOUSE
ENSMUST00000194412	A0A0A6YXR2	A0A0A6YXR2_MOUSE
ENSMUST00000169530	E9Q3V2	E9Q3V2_MOUSE
ENSMUST00000135108	D3Z3E3	D3Z3E3_MOUSE
ENSMUST00000184963	V9GWW9	V9GWW9_MOUSE
ENSMUST00000156596	F6VMS8	F6VMS8_MOUSE
ENSMUST00000155385	D3Z4Q4	D3Z4Q4_MOUSE
ENSMUST00000164573	F7AYC4	F7AYC4_MOUSE
ENSMUST00000137444	D3Z4B0	D3Z4B0_MOUSE
ENSMUST00000160302	A0A0A6YY84	A0A0A6YY84_MOUSE
ENSMUST00000150285	A2AKQ0	S35D1_MOUSE
ENSMUST00000129966	A0A0A6YWA5	A0A0A6YWA5_MOUSE
ENSMUST00000127720	D6RH96	D6RH96_MOUSE
ENSMUST00000155757	Q99K70	RRAGC_MOUSE
ENSMUST00000159644	F2Z3U6	F2Z3U6_MOUSE
ENSMUST00000134943	A0A0A6YXU8	A0A0A6YXU8_MOUSE
ENSMUST00000161367	A0A0A6YW19	A0A0A6YW19_MOUSE
ENSMUST00000173533	G3UYL9	G3UYL9_MOUSE
ENSMUST00000154120	B1B0B7	B1B0B7_MOUSE
ENSMUST00000183807	A2A987	A2A987_MOUSE
ENSMUST00000144176	F6UPZ3	F6UPZ3_MOUSE
ENSMUST00000140644	D3YWU6	D3YWU6_MOUSE
ENSMUST00000131613	D6RCX5	D6RCX5_MOUSE
ENSMUST00000154769	D3YW54	D3YW54_MOUSE
ENSMUST00000155232	D3YUG9	D3YUG9_MOUSE
ENSMUST00000171223	P14234	FGR_MOUSE
ENSMUST00000174422	G3UZM9	G3UZM9_MOUSE
ENSMUST00000190449	A0A087WQN0	A0A087WQN0_MOUSE
ENSMUST00000152717	Q9D6H2	IFT25_MOUSE
ENSMUST00000173913	G3UYE1	G3UYE1_MOUSE
ENSMUST00000156771	D3Z416	D3Z416_MOUSE
ENSMUST00000146808	D3Z0X8	D3Z0X8_MOUSE
ENSMUST00000134761	S4R2S3	S4R2S3_MOUSE
ENSMUST00000127434	Q3UMJ0	Q3UMJ0_MOUSE
ENSMUST00000184537	V9GXY8	V9GXY8_MOUSE
ENSMUST00000140982	F6V4P1	F6V4P1_MOUSE
ENSMUST00000131386	A0A0U1RPH6	A0A0U1RPH6_MOUSE
ENSMUST00000162650	O88174	MCP_MOUSE
ENSMUST00000192462	P47199	QOR_MOUSE
ENSMUST00000147304	F6TN80	F6TN80_MOUSE
ENSMUST00000143304	B1AV53	B1AV53_MOUSE
ENSMUST00000144764	D3Z2X0	D3Z2X0_MOUSE
ENSMUST00000156635	A2A994	A2A994_MOUSE
ENSMUST00000161406	F6TSI8	F6TSI8_MOUSE
ENSMUST00000127946	A2AW79	A2AW79_MOUSE
ENSMUST00000171929	E9Q3P4	E9Q3P4_MOUSE
ENSMUST00000168193	Q9JI91	ACTN2_MOUSE
ENSMUST00000195848	A0A0A6YXE1	A0A0A6YXE1_MOUSE
ENSMUST00000128123	D3Z0H8	D3Z0H8_MOUSE
ENSMUST00000164925	E9PVR5	E9PVR5_MOUSE
ENSMUST00000165663	E9Q776	E9Q776_MOUSE
ENSMUST00000193356	A0A0A6YWU7	A0A0A6YWU7_MOUSE
ENSMUST00000128716	D6RFP8	D6RFP8_MOUSE
ENSMUST00000143567	Q6Q477	AT2B4_MOUSE
ENSMUST00000149047	B1B0B8	B1B0B8_MOUSE
ENSMUST00000131518	F6RDA7	F6RDA7_MOUSE
ENSMUST00000185731	A0A0H2UH30	A0A0H2UH30_MOUSE
ENSMUST00000143611	D3Z486	D3Z486_MOUSE
ENSMUST00000136882	F6VPT9	F6VPT9_MOUSE
ENSMUST00000188338	A0A087WQG8	A0A087WQG8_MOUSE
ENSMUST00000153108	D3YXZ7	D3YXZ7_MOUSE
ENSMUST00000127417	A2A9M4	A2A9M4_MOUSE
ENSMUST00000141165	D3YXQ1	D3YXQ1_MOUSE
