external_gene_name	ensembl_transcript_id	mmusculus_homolog_associated_gene_name
UHMK1	ENST00000489294	Uhmk1
UQCRBP2	ENST00000447827	
AL596325.1	ENST00000563991	
UAP1	ENST00000271469	Uap1
DDR2	ENST00000367921	Ddr2
RN7SL861P	ENST00000473793	
HSD17B7	ENST00000254521	Hsd17b7
CCDC190	ENST00000367910	Ccdc190
AL392003.2	ENST00000451015	
AL392003.1	ENST00000434394	
RGS4	ENST00000367909	Rgs4
RGS5	ENST00000313961	Rgs5
RGS5-AS1	ENST00000415437	
AL451063.1	ENST00000450164	
RGS5	ENST00000449680	
AL592435.1	ENST00000416401	
NUF2	ENST00000367900	Nuf2
AL603841.1	ENST00000430516	
RNA5SP62	ENST00000363457	
RNA5SP63	ENST00000391225	
AL355862.1	ENST00000412705	
U3	ENST00000391236	
NMNAT1P2	ENST00000435192	
RNU5F-6P	ENST00000362979	
HMGB3P6	ENST00000444896	
PBX1	ENST00000420696	Pbx1
RNU6-171P	ENST00000384354	
AL391001.1	ENST00000602747	
PBX1-AS1	ENST00000421530	
AL357568.1	ENST00000607752	
Y_RNA	ENST00000365117	
AL390119.1	ENST00000440329	
RNU6-755P	ENST00000364400	
LMX1A	ENST00000342310	Lmx1a
LMX1A-AS2	ENST00000457106	
LMX1A-AS1	ENST00000441773	
RXRG	ENST00000359842	Rxrg
LRRC52-AS1	ENST00000421273	
PRELID1P7	ENST00000448964	
LRRC52	ENST00000294818	Lrrc52
AL356441.2	ENST00000443009	
AL356441.1	ENST00000659914	
MGST3	ENST00000367889	Mgst3
ALDH9A1	ENST00000354775	
AL451074.1	ENST00000384263	
AL451074.4	ENST00000447545	
AL451074.3	ENST00000437709	
AL451074.2	ENST00000400982	
TMCO1-AS1	ENST00000423121	
AL451074.5	ENST00000415894	
UCK2	ENST00000367879	Uck2
AL358115.1	ENST00000455257	
AL606495.1	ENST00000605867	
RPS3AP10	ENST00000422100	
RNA5SP64	ENST00000384611	
FAM78B	ENST00000338353	Fam78b
FAM78B-AS1	ENST00000366136	
AL596087.3	ENST00000451784	
MIR921	ENST00000401133	
AL596087.2	ENST00000653824	
AL596087.1	ENST00000400979	
AL583804.1	ENST00000448643	
FMO7P	ENST00000436045	
LINC01675	ENST00000662326	
FMO8P	ENST00000434461	
FMO9P	ENST00000477875	
FMO10P	ENST00000455032	
RPL4P2	ENST00000447259	
FMO11P	ENST00000424742	
CNN2P10	ENST00000443067	
POGK	ENST00000367876	Pogk
TADA1	ENST00000367874	Tada1
DUTP6	ENST00000425573	
ILDR2	ENST00000271417	Ildr2
MAEL	ENST00000367872	Mael
RNA5SP65	ENST00000363166	
AL158837.1	ENST00000417644	
GPA33	ENST00000367868	Gpa33
DUSP27	ENST00000361200	Dusp27
AL451050.1	ENST00000450126	
LINC01363	ENST00000457941	
AL451050.2	ENST00000606967	
POU2F1	ENST00000367866	Pou2f1
AL136984.1	ENST00000607611	
CD247	ENST00000362089	Cd247
AL359962.1	ENST00000417969	
AKR1D1P1	ENST00000457236	
CREG1	ENST00000370509	Creg1
AL031733.1	ENST00000422817	
AL031733.2	ENST00000451992	
RCSD1	ENST00000367854	Rcsd1
MPZL1	ENST00000359523	Mpzl1
ADCY10	ENST00000367851	Adcy10
Z99943.2	ENST00000507585	
Z99943.1	ENST00000451545	
MPC2	ENST00000271373	Mpc2
DCAF6	ENST00000367843	Dcaf6
MIR1255B2	ENST00000408618	
GCSHP5	ENST00000443090	
GPR161	ENST00000367835	Gpr161
TIPRL	ENST00000367833	Tiprl
RPL34P1	ENST00000450455	
AL021397.1	ENST00000451806	
SFT2D2	ENST00000271375	Sft2d2
ANKRD36BP1	ENST00000358576	
RNU6-1310P	ENST00000384153	
TBX19	ENST00000367821	Tbx19
AL022100.1	ENST00000636624	
MIR557	ENST00000385239	
AL023755.1	ENST00000636459	
QRSL1P1	ENST00000400977	
XCL2	ENST00000367819	Xcl1
AL031736.1	ENST00000449688	
XCL1	ENST00000367818	Xcl1
AL031736.2	ENST00000426573	
DPT	ENST00000367817	Dpt
AL031275.1	ENST00000457405	
LINC00626	ENST00000663134	
SUMO1P2	ENST00000452524	
LINC00970	ENST00000366408	
RPL29P7	ENST00000440227	
RNA5SP66	ENST00000517178	
AL031726.1	ENST00000415637	
ATP1B1	ENST00000367816	Atp1b1
NME7	ENST00000367811	Nme7
Z99758.1	ENST00000432081	
BLZF1	ENST00000329281	Blzf1
CCDC181	ENST00000545005	Ccdc181
SLC19A2	ENST00000236137	Slc19a2
AL021068.1	ENST00000452472	
Z99572.1	ENST00000392097	
F5	ENST00000367797	F5
SELP	ENST00000263686	Selp
C1orf112	ENST00000359326	BC055324
SELL	ENST00000236147	Sell
SELE	ENST00000333360	Sele
AL021940.1	ENST00000454271	
METTL18	ENST00000310392	Mettl18
SCYL3	ENST00000367772	Scyl3
RN7SL333P	ENST00000476398	
KIFAP3	ENST00000361580	Kifap3
RN7SL269P	ENST00000467795	
MRPS10P1	ENST00000448483	
AL356475.1	ENST00000440321	
SIGLEC30P	ENST00000455569	
METTL11B	ENST00000439373	Mettl11b
MIR3119-2	ENST00000577602	
LINC01681	ENST00000661719	
ISCUP1	ENST00000454451	
LINC01142	ENST00000440404	
HAUS4P1	ENST00000406739	
GORAB-AS1	ENST00000416416	
GORAB	ENST00000367763	Gorab
AL162399.1	ENST00000426090	
AL023495.1	ENST00000413005	
PRRX1	ENST00000239461	Prrx1
Z97200.1	ENST00000606154	
BX284613.2	ENST00000669750	
MROH9	ENST00000367758	Mroh9
BX284613.1	ENST00000452221	
FMO3	ENST00000367755	Fmo3
MIR1295A	ENST00000408463	
FMO6P	ENST00000639957	
FMO2	ENST00000209929	Fmo2
AL021026.1	ENST00000445290	
FMO1	ENST00000367750	Fmo1
Y_RNA	ENST00000383965	
HMGB1P11	ENST00000413899	
FMO4	ENST00000367749	Fmo4
SRP14P4	ENST00000599419	
GM2AP2	ENST00000491764	
CYCSP53	ENST00000455540	
PRRC2C	ENST00000338920	Prrc2c
MYOC	ENST00000037502	Myoc
PFN1P1	ENST00000442087	
RPL4P3	ENST00000428881	
VAMP4	ENST00000236192	Vamp4
Z98751.1	ENST00000413827	
Z98751.3	ENST00000604447	
Z98751.2	ENST00000468716	
AL135931.1	ENST00000517251	
EEF1AKNMT	ENST00000361735	Eef1aknmt
AL031864.1	ENST00000392075	
AL031864.2	ENST00000498507	
DNM3	ENST00000367731	Dnm3
DNM3-IT1	ENST00000450800	
DNM3OS	ENST00000417354	
MIR199A2	ENST00000385289	Mir199a-2
RNU6-157P	ENST00000383957	Gm24499
PIGC	ENST00000367728	Pigc
C1orf105	ENST00000367727	4930558K02Rik
SUCO	ENST00000263688	Suco
RNU6-693P	ENST00000516134	
FASLG	ENST00000367721	Fasl
SLC25A38P1	ENST00000458247	
AL031599.1	ENST00000432694	
AIMP1P2	ENST00000425294	
Z97198.1	ENST00000452366	
TNFSF18	ENST00000404377	Tnfsf18
GOT2P2	ENST00000450663	
AL022310.1	ENST00000436974	
TNFSF4	ENST00000281834	Tnfsf4
AL645568.3	ENST00000433683	
AL645568.2	ENST00000432815	
AL645568.1	ENST00000669220	
PRDX6	ENST00000340385	Prdx6b
PRDX6	ENST00000340385	Prdx6
SLC9C2	ENST00000367714	
AL139142.1	ENST00000431459	
ANKRD45	ENST00000333279	Ankrd45
TEX50	ENST00000417563	Tex50
KLHL20	ENST00000209884	Klhl20
BX248409.1	ENST00000455497	
RN7SKP160	ENST00000363804	Gm23824
CENPL	ENST00000367710	Cenpl
Y_RNA	ENST00000516548	
DARS2	ENST00000649689	Dars2
GAS5	ENST00000651080	
GAS5-AS1	ENST00000602767	
ZBTB37	ENST00000367701	Zbtb37
SERPINC1	ENST00000367698	Serpinc1
RNA5SP67	ENST00000516422	
RC3H1	ENST00000367696	Rc3h1
RNA5SP68	ENST00000363885	
RC3H1-IT1	ENST00000421851	
LINC02776	ENST00000424181	
RPL30P1	ENST00000488676	
RABGAP1L-DT	ENST00000665650	
RABGAP1L	ENST00000251507	Rabgap1l
AL022400.1	ENST00000423946	
GPR52	ENST00000367685	Gpr52
BANF1P4	ENST00000420029	
NDUFAF4P4	ENST00000454883	
Z99127.2	ENST00000448158	
RABGAP1L-IT1	ENST00000414890	
Z99127.1	ENST00000441426	
RABGAP1L-AS1	ENST00000452442	
RNU6-307P	ENST00000516743	
CACYBP	ENST00000367679	Cacybp
MRPS14	ENST00000476371	Mrps14
Y_RNA	ENST00000383932	
ENTR1P2	ENST00000326105	
TNN	ENST00000239462	Tnn
KIAA0040	ENST00000444639	4930523C07Rik
AL008626.1	ENST00000412357	
RPS29P4	ENST00000414733	
Z94057.1	ENST00000569593	
TNR	ENST00000367674	Tnr
TNR-IT1	ENST00000455447	
LINC01657	ENST00000457217	
LINC02803	ENST00000426575	
RPS29P5	ENST00000452777	
COP1	ENST00000367669	Cop1
SCARNA3	ENST00000517097	Gm24718
SCARNA3	ENST00000517097	Scarna3a
SCARNA3	ENST00000517097	Gm25119
SCARNA3	ENST00000517097	Scarna3b
SCARNA3	ENST00000517097	Gm22416
SCARNA3	ENST00000517097	Gm22387
AL590723.1	ENST00000426030	
AL591043.2	ENST00000654248	
AL359265.2	ENST00000434367	
RNU2-12P	ENST00000517216	
AL359265.1	ENST00000440296	
AL591043.1	ENST00000432461	
MORF4L1P7	ENST00000426038	
PAPPA2	ENST00000367662	Pappa2
PTP4A1P7	ENST00000423476	
ASTN1	ENST00000361833	Astn1
MIR488	ENST00000365739	Mir488
BRINP2	ENST00000361539	Brinp2
LINC01645	ENST00000659805	
AL136114.1	ENST00000664407	
LINC01741	ENST00000427173	
SEC16B	ENST00000308284	Sec16b
CRYZL2P-SEC16B	ENST00000354921	
CRYZL2P	ENST00000476232	
RASAL2-AS1	ENST00000654141	
RASAL2	ENST00000367649	Rasal2
AL160281.1	ENST00000605307	
AL365357.1	ENST00000455621	
CLEC20A	ENST00000623247	
Metazoa_SRP	ENST00000619896	
TEX35	ENST00000319416	Tex35
C1orf220	ENST00000521244	
RNA5SP69	ENST00000364477	
MIR4424	ENST00000585257	
RALGPS2	ENST00000367635	Ralgps2
PTPN2P1	ENST00000423212	
SNORA63	ENST00000364921	Gm25428
SNORA63	ENST00000364921	Gm23772
SNORA63	ENST00000364921	Gm23679
ANGPTL1	ENST00000234816	Angptl1
FAM20B	ENST00000263733	Fam20b
AL139132.1	ENST00000431587	
TOR3A	ENST00000367627	Tor3a
ABL2	ENST00000502732	Abl2
AL512326.5	ENST00000424885	
SETP10	ENST00000424368	
AL512326.2	ENST00000391036	
AL512326.1	ENST00000364749	
EIF4A1P11	ENST00000451239	
AL512326.3	ENST00000443050	
COX5BP8	ENST00000416911	
AL512326.4	ENST00000426359	
SOAT1	ENST00000367619	Soat1
AXDND1	ENST00000367618	Axdnd1
MEF2AP1	ENST00000454867	
HNRNPA1P54	ENST00000411857	
AL160286.3	ENST00000569644	
NPHS2	ENST00000367615	Nphs2
RNU5F-2P	ENST00000516066	
AL160286.1	ENST00000427215	
AL160286.2	ENST00000567150	
TDRD5	ENST00000367614	Tdrd5
AL359853.2	ENST00000669730	
FAM163A	ENST00000341785	Fam163a
AL359853.1	ENST00000415218	
LINC02818	ENST00000442108	
TOR1AIP2	ENST00000367612	Tor1aip2
TOR1AIP1	ENST00000606911	Tor1aip1
RN7SL230P	ENST00000580835	
AL353708.2	ENST00000567486	
AL353708.1	ENST00000567904	
CEP350	ENST00000367607	Cep350
RPSAP16	ENST00000447583	
AL590632.1	ENST00000424289	
AL390718.1	ENST00000566904	
QSOX1	ENST00000367602	Qsox1
LHX4	ENST00000263726	Lhx4
ACBD6	ENST00000642319	Acbd6
VDAC1P4	ENST00000450197	
MIR3121	ENST00000579680	
OVAAL	ENST00000662859	
Y_RNA	ENST00000384178	
XPR1	ENST00000367590	Xpr1
LINC02816	ENST00000434447	
KIAA1614	ENST00000367588	BC034090
AL162431.1	ENST00000358073	
KIAA1614-AS1	ENST00000415647	
AL162431.2	ENST00000503142	
AL162431.3	ENST00000604674	
STX6	ENST00000258301	Stx6
MR1	ENST00000614012	Mr1
IER5	ENST00000367577	Ier5
LINC01732	ENST00000435023	
AL358393.1	ENST00000456771	
LINC01699	ENST00000319701	
CACNA1E	ENST00000367570	Cacna1e
RNA5SP70	ENST00000517168	
RN7SKP229	ENST00000410465	Gm25808
ZNF648	ENST00000339948	Zfp648
AL355482.1	ENST00000411509	
AL355482.2	ENST00000428646	
LINC01344	ENST00000663078	
AL390856.1	ENST00000649049	
YPEL5P1	ENST00000419731	
RNU6-152P	ENST00000384037	
AL513480.1	ENST00000451731	
EIF1P3	ENST00000423841	
GLUL	ENST00000331872	Glul
TEDDM1	ENST00000367565	Teddm1a
TEDDM1	ENST00000367565	Teddm1b
LINC00272	ENST00000367563	
RGSL1	ENST00000294854	Rgsl1
AL139344.1	ENST00000605228	
TEDDM2P	ENST00000414169	
RNASEL	ENST00000367559	Rnasel
RGS16	ENST00000367558	Rgs16
LINC01686	ENST00000566297	
RGS8	ENST00000367557	Rgs8
LINC01688	ENST00000435492	
AL353778.1	ENST00000603149	
NPL	ENST00000367553	Npl
DHX9	ENST00000367549	Dhx9
SHCBP1L	ENST00000367547	Shcbp1l
HMGN1P4	ENST00000419500	
AL450304.1	ENST00000418657	
KRT18P28	ENST00000453838	
RNU6-41P	ENST00000384741	Gm23790
LAMC1	ENST00000258341	Lamc1
LAMC1-AS1	ENST00000457852	
LAMC2	ENST00000264144	Lamc2
NMNAT2	ENST00000287713	Nmnat2
RPS3AP8	ENST00000454879	
SMG7-AS1	ENST00000421703	
SMG7	ENST00000347615	Smg7
NCF2	ENST00000367536	Ncf2
ARPC5	ENST00000359856	Arpc5
RGL1	ENST00000304685	Rgl1
APOBEC4	ENST00000308641	Apobec4
AL157899.1	ENST00000604110	
AL590422.1	ENST00000451829	
COLGALT2	ENST00000361927	Colgalt2
TSEN15	ENST00000645668	Tsen15
Y_RNA	ENST00000362970	
AL445228.1	ENST00000384352	
AL445228.2	ENST00000449525	
RN7SL654P	ENST00000479178	
AL445228.3	ENST00000605589	
C1orf21	ENST00000235307	1700025G04Rik
AL078645.1	ENST00000414377	
AL078645.2	ENST00000245811	
EDEM3	ENST00000318130	Edem3
NIBAN1	ENST00000367511	Fam129a
RNU7-13P	ENST00000516413	
LINC01633	ENST00000566476	
RNA5SP72	ENST00000364442	
RNF2	ENST00000367510	Rnf2
FTH1P25	ENST00000447665	
TRMT1L	ENST00000367506	Trmt1l
SWT1	ENST00000367500	Swt1
RPL22P24	ENST00000413694	
RPL5P5	ENST00000392009	
Y_RNA	ENST00000364551	
Y_RNA	ENST00000383913	
AL356273.1	ENST00000441261	
Y_RNA	ENST00000516803	Gm24184
AL356273.2	ENST00000413701	
IVNS1ABP	ENST00000367498	Ivns1abp
GS1-279B7.1	ENST00000562817	
RNU7-183P	ENST00000516598	
MCRIP2P2	ENST00000605276	
LINC01350	ENST00000655976	
Y_RNA	ENST00000384380	
Y_RNA	ENST00000364726	
AL133383.1	ENST00000658071	
HMCN1	ENST00000271588	Hmcn1
AL133553.1	ENST00000428391	
PRG4	ENST00000367485	Prg4
TPR	ENST00000367478	Tpr
RNU6-1240P	ENST00000365155	
ODR4	ENST00000287859	Odr4
PDC-AS1	ENST00000655945	
PDC	ENST00000391997	Pdc
AL096803.1	ENST00000456921	
AL096803.2	ENST00000450032	
PTGS2	ENST00000367468	Ptgs2
PLA2G4A	ENST00000367466	Pla2g4a
LINC01036	ENST00000643891	
AL391813.1	ENST00000603098	
FDPSP1	ENST00000424976	
SLC4A1APP2	ENST00000424054	
AL645474.1	ENST00000451797	
AL136372.1	ENST00000403060	
RN7SKP156	ENST00000410308	
AL596211.1	ENST00000569873	
AL592447.1	ENST00000447592	
AL929288.1	ENST00000426262	
AL929288.2	ENST00000446368	
RPS3AP9	ENST00000417027	
AL691515.1	ENST00000432976	
AL691515.2	ENST00000650519	
LINC01035	ENST00000658142	
CLPTM1LP1	ENST00000604519	
GAPDHP75	ENST00000433910	
RNA5SP73	ENST00000516744	
LINC01701	ENST00000419614	
AL591504.1	ENST00000450681	
AL359976.1	ENST00000418655	
BRINP3	ENST00000367462	Brinp3
AL354771.1	ENST00000452178	
LINC01351	ENST00000424735	
AL391645.1	ENST00000417409	
LINC01720	ENST00000413356	
AL139135.1	ENST00000412675	
AL139135.2	ENST00000445040	
HNRNPA1P46	ENST00000411735	
AL713866.1	ENST00000563320	
AL713866.2	ENST00000603579	
LINC01680	ENST00000434983	
LINC02770	ENST00000430776	
AL359081.1	ENST00000432083	
RGS18	ENST00000367460	Rgs18
AL513175.1	ENST00000431492	
AL513175.2	ENST00000422071	
RGS21	ENST00000417209	Rgs21
AL136987.1	ENST00000642657	
RGS1	ENST00000367459	Rgs1
RGS13	ENST00000543215	Rgs13
RPS27AP5	ENST00000647225	
AL035407.2	ENST00000454090	
AL035407.1	ENST00000429211	
RGS2	ENST00000235382	Rgs2
RN7SKP126	ENST00000411143	Gm25842
RN7SKP126	ENST00000411143	Gm25722
RN7SKP126	ENST00000411143	Gm22225
ZNF101P2	ENST00000439152	
UCHL5	ENST00000367455	Uchl5
SCARNA18B	ENST00000458806	Gm25663
RO60	ENST00000367446	Ro60
GLRX2	ENST00000367440	
CDC73	ENST00000367435	Cdc73
MIR1278	ENST00000408753	
B3GALT2	ENST00000367434	B3galt2
LINC01031	ENST00000660235	
AL136456.1	ENST00000656143	
AL357793.1	ENST00000448412	
AL357793.2	ENST00000447056	
RPL23AP22	ENST00000437556	
EEF1A1P14	ENST00000421195	
AL513348.1	ENST00000435554	
RNU6-983P	ENST00000516004	
AL353072.1	ENST00000446021	
LINC01724	ENST00000430519	
KCNT2	ENST00000294725	Kcnt2
MIR4735	ENST00000580028	
CFH	ENST00000367429	
CFHR3	ENST00000367425	
CFHR1	ENST00000320493	Cfhr1
CFHR4	ENST00000367416	
CFHR2	ENST00000367415	Cfhr1
CFHR5	ENST00000256785	
F13B	ENST00000367412	F13b
ASPM	ENST00000367409	Aspm
SEPTIN14P12	ENST00000442280	
ZBTB41	ENST00000367405	Zbtb41
AL513325.1	ENST00000417716	
CRB1	ENST00000367400	Crb1
MRPS21P3	ENST00000436696	
AL136322.1	ENST00000422250	
DENND1B	ENST00000367396	Dennd1b
Y_RNA	ENST00000384410	
EEF1A1P32	ENST00000418613	
AL365258.2	ENST00000447479	
FAM204BP	ENST00000369171	
AL365258.1	ENST00000440885	
C1orf53	ENST00000367393	2310009B15Rik
LHX9	ENST00000367387	Lhx9
NEK7	ENST00000367385	Nek7
PRR13P1	ENST00000456678	
ATP6V1G3	ENST00000281087	Atp6v1g3
AL157402.1	ENST00000429469	
PTPRC	ENST00000442510	Ptprc
AL157402.2	ENST00000566394	
PEBP1P3	ENST00000455475	
MIR181A1HG	ENST00000665868	
MIR181B1	ENST00000385240	Mir181b-1
MIR181A1	ENST00000385026	Mir181a-1
AC096631.2	ENST00000436136	
AC096631.1	ENST00000661315	
LINC01222	ENST00000427439	
LINC01221	ENST00000432488	
LINC02789	ENST00000452199	
RPL23AP16	ENST00000441715	
AC099335.1	ENST00000430498	
AL596266.1	ENST00000448132	
AL445687.1	ENST00000439946	
RNU6-778P	ENST00000363269	Gm25867
AL445687.2	ENST00000458156	
RNU6-716P	ENST00000365621	
RNU6-609P	ENST00000365459	
NR5A2	ENST00000367362	Nr5a2
RNU6-570P	ENST00000517051	
AC096633.1	ENST00000422446	
CCNQP1	ENST00000439056	
LINC00862	ENST00000367356	
AC097065.1	ENST00000425737	
AC104461.1	ENST00000637430	
ZNF281	ENST00000294740	Zfp281
KIF14	ENST00000367350	Kif14
DDX59	ENST00000331314	Ddx59
DDX59-AS1	ENST00000568695	
CAMSAP2	ENST00000358823	Camsap2
RPL34P6	ENST00000432390	
GPR25	ENST00000304244	Gpr25
INAVA	ENST00000413687	Inava
MROH3P	ENST00000435735	
RNU6-704P	ENST00000364162	Gm22140
KIF21B	ENST00000332129	Kif21b
AL358473.1	ENST00000458003	
AL358473.2	ENST00000415359	
CACNA1S	ENST00000362061	Cacna1s
ASCL5	ENST00000449188	Ascl5
TMEM9	ENST00000367333	Tmem9
IGFN1	ENST00000335211	Igfn1
AC103925.1	ENST00000453155	
PKP1	ENST00000367324	Pkp1
TNNT2	ENST00000660295	Tnnt2
LAD1	ENST00000391967	Lad1
TNNI1	ENST00000336092	Tnni1
AC096677.3	ENST00000413162	
PHLDA3	ENST00000367311	Phlda3
AC096677.2	ENST00000430471	
CSRP1	ENST00000367306	Csrp1
AC096677.1	ENST00000454651	
RPS10P7	ENST00000648727	
NAV1	ENST00000367296	Nav1
AC092800.1	ENST00000449492	
IPO9-AS1	ENST00000413035	
MIR5191	ENST00000577455	
AL645504.1	ENST00000429443	
RNU6-501P	ENST00000364072	
MIR1231	ENST00000408101	
IPO9	ENST00000361565	Ipo9
SHISA4	ENST00000362011	Shisa4
AL513217.1	ENST00000458139	
LMOD1	ENST00000367288	Lmod1
TIMM17A	ENST00000367287	Timm17a
SNORA70H	ENST00000383910	
RPL10P4	ENST00000412093	
RNPEP	ENST00000295640	Rnpep
ELF3-AS1	ENST00000419190	
ELF3	ENST00000359651	Elf3
AL691482.3	ENST00000504773	
AL691482.1	ENST00000453255	
AL691482.2	ENST00000457453	
Y_RNA	ENST00000391210	
CRIP1P3	ENST00000416794	
GPR37L1	ENST00000367282	Gpr37l1
ARL8A	ENST00000272217	Arl8a
PTPN7	ENST00000309017	Ptpn7
PTPRVP	ENST00000482597	
LGR6	ENST00000255432	Lgr6
UBE2T	ENST00000646651	Ube2t
PPP1R12B	ENST00000608999	Ppp1r12b
CYCSP4	ENST00000429682	
RNU6-89P	ENST00000606519	
AC099336.1	ENST00000417053	
AC099336.2	ENST00000422457	
SNORA70	ENST00000517233	
SYT2	ENST00000367268	Syt2
AC104463.2	ENST00000428573	
AC104463.1	ENST00000411431	
KDM5B	ENST00000367265	Kdm5b
AC098934.2	ENST00000430450	
SLC25A39P1	ENST00000444461	
AC098934.3	ENST00000564127	
PCAT6	ENST00000660963	
MGAT4EP	ENST00000330493	
TUBAP5	ENST00000443294	
AC098934.1	ENST00000456105	
RABIF	ENST00000367262	Rabif
KLHL12	ENST00000367261	Klhl12
HNRNPA1P59	ENST00000430583	
Y_RNA	ENST00000362601	
ADIPOR1	ENST00000340990	Adipor1
CYB5R1	ENST00000367249	Cyb5r1
MGAT4FP	ENST00000438139	
AC096632.1	ENST00000427395	
TMEM183A	ENST00000367242	Tmem183a
PPFIA4	ENST00000367240	Ppfia4
MYOG	ENST00000241651	Myog
ADORA1	ENST00000309502	Adora1
AC105940.2	ENST00000665660	
AC105940.1	ENST00000434265	
MYBPH	ENST00000255416	Mybph
CHI3L1	ENST00000255409	Chil1
CHIT1	ENST00000367229	Chit1
NPM1P40	ENST00000412758	
LINC01353	ENST00000657300	
LINC01136	ENST00000457348	
BTG2	ENST00000290551	Btg2
RNU6-487P	ENST00000365430	
FMOD	ENST00000354955	Fmod
AL359837.1	ENST00000381357	
LARP7P1	ENST00000605576	
PRELP	ENST00000343110	Prelp
OPTC	ENST00000367222	Optc
ATP2B4	ENST00000357681	Atp2b4
NSA2P1	ENST00000451818	
SNORA77	ENST00000408716	Gm25777
LAX1	ENST00000442561	Lax1
ZC3H11A	ENST00000639812	Zc3h11a
AC114402.2	ENST00000432760	
AC114402.1	ENST00000427282	
SNRPE	ENST00000414487	Snrpe
KRT8P29	ENST00000420409	
HSPE1P6	ENST00000479457	
CBX1P3	ENST00000413296	
LINC00303	ENST00000367207	
SOX13	ENST00000367204	Sox13
AL592146.1	ENST00000565388	
ETNK2	ENST00000367202	Etnk2
ERLNC1	ENST00000654104	
REN	ENST00000272190	Ren1
AL592114.2	ENST00000440142	
KISS1	ENST00000367194	Gm28040
KISS1	ENST00000367194	Kiss1
GOLT1A	ENST00000308302	Gm28040
GOLT1A	ENST00000308302	Golt1a
PLEKHA6	ENST00000272203	Plekha6
AL592114.3	ENST00000659404	
AL592114.1	ENST00000403842	
AL606489.1	ENST00000443515	
AL606489.2	ENST00000433886	
PPP1R15B	ENST00000367188	Ppp1r15b
PIK3C2B	ENST00000367187	Pik3c2b
MDM4	ENST00000367182	Mdm4
AL512306.1	ENST00000432698	
RNA5SP74	ENST00000363538	
AL512306.3	ENST00000453895	
LRRN2	ENST00000367177	Lrrn2
AL512306.2	ENST00000444037	
AL161793.1	ENST00000435021	
RNA5SP75	ENST00000516841	
AL161793.2	ENST00000516052	
NFASC	ENST00000360049	Nfasc
AL391822.1	ENST00000452580	
CNTN2	ENST00000331830	Cntn2
TMEM81	ENST00000367167	Tmem81
RBBP5	ENST00000264515	Rbbp5
AL583832.1	ENST00000603227	
AC093422.3	ENST00000428506	
DSTYK	ENST00000367162	Dstyk
AC093422.1	ENST00000448403	
TMCC2	ENST00000329800	Tmcc2
AC093422.2	ENST00000452599	
KLHDC8A	ENST00000539253	Klhdc8a
SNRPGP10	ENST00000432323	
LEMD1-AS1	ENST00000447832	
LEMD1	ENST00000367154	Lemd1
MIR135B	ENST00000362189	
LEMD1-DT	ENST00000442318	
CDK18	ENST00000506784	Cdk18
RNU2-19P	ENST00000517288	
MFSD4A	ENST00000367147	Mfsd4a
RNU6-418P	ENST00000384035	Gm26355
ELK4	ENST00000357992	Elk4
AC096533.1	ENST00000411645	
SLC45A3	ENST00000367145	Slc45a3
NUCKS1	ENST00000367142	Nucks1
SNORA72	ENST00000365074	Gm24061
RAB29	ENST00000367139	Rab29
SLC41A1	ENST00000367137	Slc41a1
PM20D1	ENST00000367136	Pm20d1
SLC26A9	ENST00000367134	Slc26a9
AL713965.1	ENST00000421166	
CTSE	ENST00000358184	Ctse
RHEX	ENST00000331555	
AC244035.3	ENST00000516883	Snord60
AVPR1B	ENST00000367126	Avpr1b
AC244035.1	ENST00000425896	
RPL22P4	ENST00000430042	
AC244035.2	ENST00000428399	
FAM72A	ENST00000367128	Fam72a
SRGAP2	ENST00000573034	Srgap2
AC244023.1	ENST00000426884	
IKBKE	ENST00000581977	Ikbke
C1orf147	ENST00000367119	
AC244034.2	ENST00000562504	
RASSF5	ENST00000579436	Rassf5
AC244034.1	ENST00000428027	
EIF2D	ENST00000271764	Eif2d
DYRK3-AS1	ENST00000669393	
DYRK3	ENST00000367109	Dyrk3
MAPKAPK2	ENST00000294981	Mapkapk2
AL591846.1	ENST00000451736	
Y_RNA	ENST00000362479	
IL10	ENST00000423557	Il10
IL19	ENST00000659997	Il19
IL20	ENST00000367098	Il20
IL24	ENST00000294984	Il24
FCMR	ENST00000367091	Fcmr
AC098935.2	ENST00000604222	
AC098935.1	ENST00000446057	
PIGR	ENST00000356495	Pigr
FCAMR	ENST00000400962	Fcamr
C1orf116	ENST00000359470	AA986860
PFKFB2	ENST00000367080	Pfkfb2
PFKFB2	ENST00000367080	Gm29427
YOD1	ENST00000315927	Yod1
C4BPB	ENST00000367078	
C4BPA	ENST00000367070	C4bp
AL445493.1	ENST00000423510	
C4BPAP1	ENST00000415474	
AL445493.2	ENST00000442684	
C4BPAP2	ENST00000428434	
AL596218.1	ENST00000634239	
CD55	ENST00000367064	Cd55
CD55	ENST00000367064	Cd55b
CR2	ENST00000367058	Cr2
CR1	ENST00000367049	Cr1l
AL137789.1	ENST00000623503	
CR1L	ENST00000508064	
CD46P1	ENST00000441364	
CDCA4P3	ENST00000442572	
CD46	ENST00000322875	Cd46
CDCA4P4	ENST00000435216	
MIR29B2CHG	ENST00000637970	
CD34	ENST00000310833	Cd34
PLXNA2	ENST00000367033	Plxna2
AL606753.1	ENST00000427435	
LINC01735	ENST00000568112	
LINC02769	ENST00000567538	
RPS26P13	ENST00000419030	
LINC01717	ENST00000661534	
LINC01774	ENST00000453569	
